id,title,author,created,start,end,choices
0x9e1ef3074c7679c18c3aa54a0d05bd271b07720b0422c752b23be4fc71e51718,DOUGH / eDOUGH buyback redesign ,0xaBf26352aAdAAa1CabFfB3a55e378bac6BF15791,1670245560,1670245200,1670849940,"['FOR', 'AGAINST', 'MORE INFO']"
0x50692bb797a07f2c9c4780fbef411b81a1f1597e15932c7116cef429fb6921d4,[Epoch-14] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1670249315,1670249312,1670508512,"['Valid', 'Invalid']"
0x63cea594dceb8f8ffae3654a306a6791f60e15a6acae266ab4b71e8d6dff2b76,DOUGH burn proposal,0xaBf26352aAdAAa1CabFfB3a55e378bac6BF15791,1669643881,1669644000,1670248740,"['FOR', 'AGAINST', 'MORE INFO']"
