id,title,author,created,start,end,choices
0x8affa0ed45d39417cd1a898526c4492a67cf872298a9f1b2f76b34d0e8b04c16,[Epoch-17] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1677788104,1677788079,1678047300,"['Valid', 'Invalid']"
