voter,choice,created,proposal
0x542256Ef33279C5545AA71f4b3B6298990f30Ffc,1,1681747655,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x477c8ece9393713D258169Aa50cDaF27E422214d,1,1681745892,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x65B0F840ea292fc284C23Fc839e65b3951d46195,1,1681744438,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x89d2D4934ee4F1f579056418e6aeb136Ee919d65,1,1681743578,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xa30C7B2e676bE6b0C26D631c8161b62eBeBC3cD2,1,1681743554,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x4281579D99d855F2430C95a13720e53a0fCC0549,1,1681743525,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x66d0E180af64fb368679F91765Affc99174396AC,1,1681742587,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xE7bFe9b78d32469796dEB029b2bea3d68773aec4,1,1681736564,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xdC6CE98A9020905973C9C026c6f3e34df9998D8A,1,1681731076,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x00d5D64dc14C601909aBDe7522e1BBbB7b582732,1,1681730268,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x7ccf173012bfE53F16F4D6A2a4aea32abAfcD04C,1,1681707488,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x5f73a24771940b8c80b3570694072f606DF913cc,1,1681681484,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x1dE4F046c45Cd4E39cfCDF36b7DF4856B4031955,1,1681673629,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x2346B18e56010272035e8eA7CF4C757Fc4E3f46a,1,1681673360,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xd0d51Df159971CEEF5B77067237d25B8C8ec4B21,1,1681657377,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x27E5E6074e259d98d6468454C32673E0e6f354ce,1,1681654275,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x67815fD7E84FA3754002aBA34D98298cFeEB0eCd,1,1681652699,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xd9390b46a1749DEe5325A490490491db9a826D1F,1,1681640578,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xBA7e9Bb153F9c4C32903b721eB53B751E2c0bF12,1,1681630946,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xEed8e6512ff83092ffe544bD308e94934A113Ea0,1,1681629763,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xDE2cA70e71829962A99A2552D826ac37e51882E7,1,1681619801,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x52542FfC9120723Ac5BD1E7b6B2DA9b066621Ae3,1,1681608812,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xE5A3D77D7788A83f3549dD7F08Fc2aCed7E262d2,1,1681594060,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x6E2c266a5fd854373ede37CDcb1bF3Eb06900B07,1,1681591166,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xbF0CC2fF9bde3Fd8bac3E1BfE00C64e6B4578169,1,1681590964,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x19a61e7238270CA99F931C08D7BcfF1984F38AE4,1,1681575548,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xDb8D484c46cE6B0bd00f38a51b299EB129928AC0,1,1681568829,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xA657c9292208320cC27Ff2CEE72388E9d7AfAD4A,1,1681566892,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xd384Cc029B537503895fE252f94FBA87A05D677E,1,1681541031,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x1b50afeD405C9930eAe5fb3803418b03F9615B1C,1,1681537063,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xeb4135a5fff5cD44c08614f012e103a6429f65B3,1,1681536970,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x4796E4aFD565e43B7267F1688ec09B6A246cB5fc,1,1681532909,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xdD62107B880489C9183b01Bc231De0631fD050C8,1,1681532605,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x075Fad58CEC5FB6abB30Bd8f298dE5E91e4Cfbdf,1,1681531933,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xEa9f2E31Ad16636f4e1AF0012dB569900401248a,1,1681531390,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x026247030937744C72544556faa78EDbEA487265,1,1681524567,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x81aFcF6Dd79897cBa488471eCEc2f41BF3f7CA9B,1,1681514264,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x54881e63F225A8653c2dA91fc3d9769e35B81b1F,1,1681510930,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xe76d0d3c7aF5fa2C0806F221cBA88d7E044178AA,1,1681504618,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x6b49c89dc6480094c234a0dB749de8649D44B1Fa,1,1681502346,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xcFF03aB20709c928d7478764473e386F7b23EDD1,1,1681500250,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xFB9e5F5874565A6eF8FCF1DEbc4975501331a8Ca,1,1681497517,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x21F35f686f4e907A1A46D67fE506E9f2a1ef64d0,1,1681496310,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xad0fC6eC468B12a52B54f8C4DA32487Ee679B336,1,1681492643,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x80FDc30D21A672EeF723b809Ed4ba7c91728D421,1,1681491634,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x09F213953D92F865b949B3E39b9dcFaE687d4966,1,1681490046,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x6cc87C563694ce0c9eCc525d9acAB7e4e279903C,1,1681480768,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x17196B4d4b38335018FbACc031aD198bc92C5bee,1,1681469724,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x9DFd699CC5003acE9f332a9B1384a8d4A20c57dc,1,1681468570,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x2B29833a831207A3B92102b0708B32D624AA0F65,1,1681468472,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xffAd4836B73A1CE5D86230e98Cb3E52cde35379e,1,1681466486,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0xB26B5137BE5A7bB991Fa63A36a8EaA3daF394B7b,1,1681463692,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x6C56Ec6B28f2D1941d6C6B65988EE51dcB6accCb,1,1681463507,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
0x0735D535F2009602A8a1c5b8fBd0454c3ca1b2B0,1,1681460627,"{'id': '0xc7c50f5c7ecc23f49dd5687fad5cad2b0614416ad1ff75457a682dfee15f90d2', 'title': 'PIP-67 - Auxo Migration Gate-2', 'author': '0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139', 'created': 1681230992, 'start': 1681234500, 'end': 1681839300, 'choices': ['For', 'Against']}"
